locationName,sundayHours,mondayHours,tuesdayHours,wednesdayHours,thursdayHours,fridayHours,saturdayHours
St. Andrews,2pm-6pm,9am-8pm,9am-8pm,9am-8pm,9am-8pm,9am-6pm,9am-6pm
